"WID","login_count","level","playcount_sum","playtime_sum","recent_date","mode"
W20128,29,27,7,10468,2023-06-23,4
W20128,29,27,2,903,2023-05-18,1
W20170,125,27,117,75529,2023-05-19,3
W20170,125,27,13,6014,2023-05-18,4
W20170,125,27,33,9812,2023-05-10,5
W20626,43,27,57,35053,2023-06-30,4
W20626,43,27,20,17753,2023-06-27,3
W20640,51,27,4,2336,2023-06-08,4
W20640,51,27,123,69347,2023-06-19,3
W20660,274,27,14,4578,2023-06-09,4
W20660,274,27,82,38166,2023-06-28,3
W20660,274,27,63,24142,2023-06-27,5
W20660,274,27,10,3706,2023-06-26,1
W20713,125,27,70,51220,2023-06-28,3
W20713,125,27,57,16883,2023-06-28,5
W20713,125,27,11,9856,2023-06-25,4
W20713,125,27,7,3342,2023-06-27,1
W20755,51,27,86,38231,2023-06-24,1
W20755,51,27,6,4633,2023-06-16,4
W20755,51,27,32,8961,2023-06-24,5
W20755,51,27,71,44638,2023-06-24,3
W10090,104,28,58,34246,2022-04-11,3
W10090,104,28,25,19434,2022-04-15,4
W10090,104,28,63,15809,2022-04-05,5
W10090,104,28,1,58,2022-02-26,1
W10192,90,28,61,36026,2022-02-08,3
W10192,90,28,138,35006,2022-02-08,5
W10192,90,28,1,523,2022-01-13,1
W10315,210,28,28,15546,2022-03-01,1
W10315,210,28,67,39624,2022-03-01,3
W10315,210,28,173,53012,2022-03-10,5
W10315,210,28,6,5237,2022-02-27,4
W10435,91,28,84,53789,2023-02-23,3
W10435,91,28,7,5587,2023-02-19,4
W10435,91,28,1,1080,2022-03-09,1
W10526,768,28,34,29017,2022-03-11,4
W10526,768,28,75,25617,2022-09-09,5
W10526,768,28,10,9286,2022-03-13,1
W10526,768,28,16,12326,2022-03-26,3
W10638,127,28,4,4059,2022-01-18,4
W10638,127,28,70,20110,2022-09-09,5
W10638,127,28,28,21297,2023-05-19,3
W10638,127,28,9,6384,2023-01-05,1
W10743,126,28,4,2684,2022-02-04,4
W10743,126,28,69,43824,2022-02-05,3
W10743,126,28,78,26714,2022-02-06,5
W10743,126,28,5,2208,2022-02-05,1
W10872,1048,28,47,46391,2022-03-16,4
W10872,1048,28,20,12986,2022-04-16,3
W10872,1048,28,4,1589,2022-03-12,5
W10942,46,28,3,2340,2022-01-30,4
W10942,46,28,24,7101,2022-01-30,5
W10942,46,28,93,70208,2022-01-30,3
W10942,46,28,2,1365,2022-01-30,1
W11149,90,28,13,14475,2022-03-25,4
W11149,90,28,42,28290,2022-03-26,3
W11149,90,28,147,40437,2022-03-28,5
W11149,90,28,2,960,2022-03-23,1
W11276,166,28,8,7249,2022-02-05,4
W11276,166,28,21,5941,2022-02-14,5
W11276,166,28,100,49082,2022-02-16,3
W11307,65,28,36,34210,2023-06-17,4
W11307,65,28,27,27350,2023-06-25,3
W11403,50,28,1,1583,2022-02-07,4
W11403,50,28,11,3147,2022-02-12,5
W11403,50,28,64,56745,2022-02-16,3
W11403,50,28,1,114,2022-02-12,1
W11458,32,28,3,3474,2022-02-18,4
W11458,32,28,42,50733,2022-02-18,3
W11458,32,28,1,601,2022-02-18,5
W11625,23,28,75,50848,2022-03-09,3
W11625,23,28,4,3001,2022-02-13,4
W11975,111,28,101,53554,2022-03-01,3
W11975,111,28,4,2369,2022-02-22,4
W11975,111,28,26,6224,2022-03-01,5
W12034,46,28,39,40913,2022-10-16,4
W12034,46,28,15,12476,2023-01-06,3
W12299,760,28,10,13936,2023-06-04,4
W12299,760,28,49,43563,2023-04-23,3
W12505,115,28,72,40401,2023-02-11,3
W12505,115,28,4,1957,2022-03-10,4
W12505,115,28,17,11625,2023-02-11,1
W12505,115,28,27,8495,2023-01-09,5
W12514,58,28,43,12527,2022-05-24,5
W12514,58,28,47,24991,2022-05-30,3
W12536,121,28,4,6051,2022-03-13,4
W12536,121,28,31,9381,2022-03-28,5
W12536,121,28,48,36452,2023-01-06,3
W12702,146,28,32,19597,2023-05-19,3
W12702,146,28,19,18373,2023-05-06,4
W12702,146,28,4,457,2023-04-28,1
W12702,146,28,17,5592,2023-05-21,5
W12743,73,28,31,27397,2022-10-28,4
W12743,73,28,7,5342,2022-11-12,1
W12743,73,28,85,31633,2022-12-25,5
W12743,73,28,18,15617,2023-01-15,3
W12787,76,28,17,22074,2022-09-03,4
W12787,76,28,5,1671,2022-08-25,5
W12787,76,28,4,4110,2023-02-08,3
W12787,76,28,12,9579,2022-08-31,1
W12803,70,28,71,62040,2022-05-18,4
W12803,70,28,3,4537,2022-11-16,3
W12873,445,28,105,92848,2022-12-25,4
W12946,157,28,7,8227,2022-03-26,4
W12946,157,28,99,61462,2022-03-28,3
W12946,157,28,61,16651,2022-03-28,5
W12946,157,28,3,1997,2022-03-27,1
W13054,41,28,5,3156,2022-08-22,4
W13054,41,28,5,1092,2022-08-23,5
W13054,41,28,64,33676,2022-08-24,3
W13054,41,28,2,1364,2022-08-23,1
W13358,67,28,47,46000,2022-08-09,3
W13358,67,28,7,10142,2022-04-08,4
W13358,67,28,8,2177,2022-04-18,5
W13463,33,28,10,13059,2022-04-17,4
W13463,33,28,50,30141,2022-07-17,3
W13514,61,28,44,43807,2022-05-07,4
W13514,61,28,31,18914,2022-05-15,3
W13514,61,28,1,1222,2022-04-23,1
W13514,61,28,3,417,2022-05-07,5
W13619,87,28,2,3059,2022-04-17,4
W13619,87,28,65,70240,2022-04-23,3
W13619,87,28,19,5835,2022-04-23,5
W13636,65,28,37,33032,2023-06-30,4
W13636,65,28,60,19922,2023-06-30,5
W13636,65,28,15,14807,2023-06-23,3
W13636,65,28,3,1845,2023-06-28,1
W13677,167,28,4,2995,2022-04-18,4
W13677,167,28,122,99657,2022-04-23,3
W13677,167,28,1,295,2022-04-20,5
W13819,51,28,21,25913,2022-07-21,4
W13819,51,28,29,21470,2022-05-21,3
W13819,51,28,1,773,2022-05-28,1
W13876,218,28,15,12084,2022-06-26,4
W13876,218,28,113,31799,2022-08-15,5
W13876,218,28,10,3553,2022-08-13,1
W13876,218,28,27,20197,2023-04-14,3
W14055,119,28,31,24542,2023-03-22,4
W14055,119,28,10,2807,2023-03-22,5
W14055,119,28,6,6285,2023-05-18,3
W14064,55,28,31,36618,2022-10-01,4
W14064,55,28,3,2372,2023-02-09,3
W14202,53,28,8,11026,2022-05-17,4
W14202,53,28,58,47158,2022-06-01,3
W14202,53,28,2,852,2022-05-31,1
W14230,145,28,30,18265,2022-08-25,3
W14230,145,28,4,2910,2022-05-12,4
W14247,58,28,45,21022,2022-05-17,4
W14247,58,28,90,47901,2022-05-21,3
W14247,58,28,32,8775,2022-05-20,5
W14372,174,28,17,16124,2022-09-27,4
W14372,174,28,26,10367,2022-10-04,1
W14372,174,28,77,24355,2022-10-04,5
W14372,174,28,22,15466,2022-10-04,3
W14487,140,28,16,12010,2023-02-23,4
W14487,140,28,64,41749,2023-05-28,3
W14487,140,28,1,618,2023-05-17,1
W14571,158,28,9,9737,2022-09-24,4
W14571,158,28,46,30684,2022-09-27,3
W14571,158,28,40,11349,2022-09-27,5
W14571,158,28,9,3054,2022-09-25,1
W14649,29,28,23,36109,2022-06-28,4
W14649,29,28,7,10727,2022-06-29,3
W14663,94,28,16,20902,2022-07-15,4
W14663,94,28,25,23154,2022-07-25,3
W14722,140,28,33,27857,2022-06-25,4
W14722,140,28,21,6540,2022-06-25,5
W14722,140,28,16,10082,2022-06-14,1
W14722,140,28,41,20097,2022-06-29,3
W14770,127,28,16,11303,2022-08-05,4
W14770,127,28,10,2201,2022-09-19,1
W14770,127,28,63,28090,2022-09-18,3
W14770,127,28,26,7454,2022-09-19,5
W14834,70,28,4,4487,2022-06-15,4
W14834,70,28,61,28461,2022-10-22,3
W14834,70,28,26,8102,2022-10-21,5
W14912,63,28,19,22051,2022-08-26,4
W14912,63,28,15,9801,2022-08-26,1
W14912,63,28,47,17070,2022-08-26,5
W14912,63,28,38,24659,2022-08-25,3
W14936,183,28,14,7526,2022-06-20,4
W14936,183,28,31,8098,2023-06-26,5
W14936,183,28,93,55734,2022-10-27,3
W14981,142,28,48,71897,2022-07-11,4
W14996,28,28,20,30053,2022-08-20,4
W14996,28,28,25,7720,2023-01-21,5
W14996,28,28,11,9213,2023-06-25,1
W14996,28,28,13,10824,2023-04-24,3
W15104,42,28,71,68610,2022-07-07,4
W15104,42,28,1,593,2022-07-06,3
W15367,46,28,47,57998,2022-09-23,4
W15367,46,28,9,8741,2022-11-27,3
W15506,266,28,6,6776,2022-08-25,4
W15506,266,28,44,25108,2023-06-26,1
W15506,266,28,40,13265,2023-04-29,5
W15506,266,28,59,47241,2022-08-12,3
W15565,85,28,7,3945,2022-12-13,4
W15565,85,28,56,35070,2023-04-29,3
W15565,85,28,1,60,2022-11-08,5
W15589,214,28,71,25881,2022-07-28,5
W15589,214,28,13,11155,2022-07-13,4
W15589,214,28,81,47699,2022-07-30,3
W15589,214,28,4,1372,2022-07-26,1
W15678,108,28,23,7388,2023-05-31,5
W15678,108,28,33,12246,2023-04-21,1
W15678,108,28,3,3422,2022-07-16,4
W15678,108,28,63,36988,2023-05-31,3
W15888,301,28,21,25739,2022-09-04,4
W15888,301,28,4,2101,2022-10-03,5
W15888,301,28,4,2189,2022-10-05,1
W15888,301,28,21,17940,2022-10-03,3
W16148,104,28,38,32352,2023-01-20,4
W16148,104,28,2,689,2022-08-08,5
W16148,104,28,42,24322,2023-06-04,3
W16413,1289,28,36,32215,2023-01-20,4
W16413,1289,28,119,39808,2023-01-26,5
W16413,1289,28,21,10228,2023-01-22,3
W16413,1289,28,3,2429,2023-01-13,1
W16524,36,28,25,33750,2023-01-28,4
W16524,36,28,20,17738,2023-01-07,3
W16524,36,28,3,831,2022-09-05,5
W16612,168,28,55,23506,2023-06-03,3
W16612,168,28,4,3620,2022-09-28,4
W16612,168,28,1,373,2023-05-13,5
W16612,168,28,1,1216,2023-05-20,1
W16896,75,28,63,44096,2022-10-19,3
W16896,75,28,4,2307,2022-09-17,4
W16896,75,28,20,5265,2022-10-19,5
W16896,75,28,1,516,2022-10-21,1
W17398,55,28,55,48331,2022-12-15,3
W17398,55,28,4,3555,2022-10-17,4
W17485,109,28,63,51524,2023-02-19,4
W17485,109,28,20,23095,2023-02-18,3
W17485,109,28,81,27528,2023-02-19,5
W17485,109,28,26,10329,2023-02-19,1
W17499,97,28,54,45968,2023-01-07,3
W17499,97,28,10,6100,2022-11-14,4
W17499,97,28,17,6244,2022-12-06,5
W17589,91,28,77,53049,2022-12-05,3
W17589,91,28,4,4750,2022-11-09,4
W17589,91,28,21,5169,2022-12-08,5
W17606,31,28,4,5445,2022-11-09,4
W17606,31,28,43,30054,2023-02-09,1
W17606,31,28,6,7688,2022-11-24,3
W17771,183,28,25,7889,2023-04-08,5
W17771,183,28,98,45368,2023-04-21,3
W17771,183,28,11,5531,2022-11-18,4
W17771,183,28,14,5138,2023-04-07,1
W18508,107,28,8,7450,2023-03-25,4
W18508,107,28,80,24038,2023-03-25,5
W18508,107,28,62,35710,2023-06-16,3
W18508,107,28,2,683,2023-03-25,1
W18607,109,28,4,2959,2023-01-18,4
W18607,109,28,38,13500,2023-01-27,5
W18607,109,28,85,54727,2023-01-27,3
W18607,109,28,2,288,2023-01-21,1
W18969,102,28,60,51812,2023-03-19,4
W18969,102,28,62,22699,2023-03-10,5
W18969,102,28,9,11995,2023-03-02,3
W18969,102,28,3,1013,2023-03-19,1
W19023,166,28,8,7885,2023-02-14,4
W19023,166,28,26,19537,2023-05-24,3
W19085,134,28,19,17023,2023-03-30,3
W19085,134,28,54,38810,2023-03-30,4
W19085,134,28,8,1654,2023-03-30,5
W19175,47,28,43,56862,2023-05-21,4
W19175,47,28,1,334,2023-04-15,5
W19175,47,28,19,16469,2023-04-29,3
W19197,283,28,6,6839,2023-04-23,4
W19197,283,28,51,38269,2023-06-23,3
W19197,283,28,160,51615,2023-06-23,1
W19197,283,28,130,50122,2023-06-03,5
W19197,283,28,1,3446,2023-04-01,2
W19235,118,28,12,9583,2023-06-05,4
W19235,118,28,71,63167,2023-06-06,3
W19235,118,28,42,10776,2023-06-06,5
W19235,118,28,1,317,2023-06-04,1
W19298,74,28,9,8470,2023-03-20,4
W19298,74,28,122,67783,2023-03-26,3
W19298,74,28,3,692,2023-03-19,1
W19537,35,28,8,7575,2023-03-21,4
W19537,35,28,71,65490,2023-04-23,3
W19611,349,28,148,52492,2023-06-29,5
W19611,349,28,53,33830,2023-06-28,3
W19611,349,28,13,8848,2023-04-22,4
W19611,349,28,169,83484,2023-06-26,1
W19611,349,28,2,1816,2023-05-06,2
W20002,87,28,4,4240,2023-06-03,4
W20002,87,28,44,43071,2023-06-03,3
W20037,89,28,4,4759,2023-06-08,4
W20037,89,28,32,25174,2023-06-20,3
W20037,89,28,8,2541,2023-06-10,5
W20037,89,28,20,12596,2023-05-08,1
W20204,33,28,40,43040,2023-05-28,3
W20204,33,28,22,23334,2023-05-27,4
W20204,33,28,40,30062,2023-05-26,1
W20204,33,28,7,3852,2023-05-17,5
W20208,95,28,29,9997,2023-05-16,5
W20208,95,28,5,6135,2023-05-16,4
W20208,95,28,81,66244,2023-05-18,3
W20316,430,28,10,4648,2023-05-20,4
W20316,430,28,63,30220,2023-06-19,1
W20316,430,28,33,11550,2023-06-23,5
W20316,430,28,107,59706,2023-06-30,3
W20401,65,28,6,6033,2023-06-16,4
W20401,65,28,58,55014,2023-06-30,3
W20401,65,28,111,27758,2023-06-30,5
W20503,32,28,49,50693,2023-06-28,4
W20503,32,28,12,13915,2023-06-19,3
W20518,100,28,13,4728,2023-06-12,4
W20518,100,28,107,83740,2023-06-30,3
W20574,70,28,106,94497,2023-06-06,3
W20574,70,28,3,3250,2023-06-02,4
W20574,70,28,6,3319,2023-06-04,1
W20574,70,28,1,211,2023-06-04,5
W20708,139,28,9,7876,2023-06-12,4
W20708,139,28,84,77103,2023-06-29,3
W10017,168,29,20,15847,2022-03-08,3
W10017,168,29,68,55578,2022-03-11,4
W10017,168,29,1,426,2022-02-18,1
W10017,168,29,9,2242,2022-03-11,5
W10157,293,29,21,5719,2022-03-26,1
W10157,293,29,188,67492,2022-03-26,5
W10157,293,29,134,65401,2022-03-20,3
W10157,293,29,32,9950,2022-03-24,4
W10208,205,29,170,100179,2022-01-20,3
W10208,205,29,5,1949,2022-01-08,1
W10316,146,29,66,48836,2022-03-09,3
W10316,146,29,43,11696,2022-03-18,5
W10316,146,29,20,11155,2022-03-08,4
W10316,146,29,2,1148,2022-02-14,1
W10396,242,29,27,8409,2023-04-21,5
W10396,242,29,102,70710,2023-04-22,3
W10396,242,29,9,4988,2023-04-19,1
W10407,97,29,131,90888,2022-02-21,3
W10407,97,29,10,4225,2022-02-21,1
W10407,97,29,23,8819,2022-02-21,5
W10445,247,29,21,17029,2022-04-11,3
W10445,247,29,2,2485,2022-03-30,4
W10454,78,29,17,15666,2022-01-18,3
W10454,78,29,1,1496,2022-01-26,4
W10454,78,29,73,41816,2022-03-26,1
W10466,467,29,156,105227,2022-01-29,3
W10466,467,29,17,6444,2022-01-17,1
W10466,467,29,68,19736,2022-01-29,5
W10466,467,29,5,1868,2022-01-25,4
W10518,56,29,4,2356,2022-02-22,4
W10518,56,29,91,91030,2022-02-28,3
W10518,56,29,26,6623,2022-02-28,5
W10530,143,29,67,33607,2022-03-28,3
W10530,143,29,4,3443,2022-02-23,4
W10530,143,29,9,3593,2022-03-13,1
W10530,143,29,36,10144,2022-03-19,5
W10652,46,29,40,60092,2022-02-12,4
W10748,45,29,35,40452,2022-02-02,3
W10748,45,29,26,32250,2022-02-04,4
W10834,124,29,6,6058,2022-02-13,4
W10834,124,29,60,58017,2022-02-13,3
W11011,41,29,3,4461,2022-03-12,4
W11011,41,29,83,51896,2022-03-13,3
W11011,41,29,4,2686,2022-02-20,1
W11286,97,29,23,18711,2022-10-03,4
W11286,97,29,22,15836,2022-10-05,3
W11286,97,29,41,12161,2022-10-04,5
W11286,97,29,5,3843,2022-10-05,1
W11342,50,29,4,109,2022-02-20,5
W11342,50,29,12,8559,2022-02-20,4
W11342,50,29,81,63557,2022-02-21,3
W11376,38,29,51,33453,2022-02-20,4
W11376,38,29,64,44135,2022-02-15,3
W11376,38,29,1,602,2022-03-09,5
W11453,67,29,1,1494,2022-02-08,4
W11453,67,29,11,2735,2022-02-13,5
W11453,67,29,89,76949,2022-02-15,3
W11453,67,29,1,212,2022-02-10,1
W11524,46,29,35,42049,2022-03-13,4
W11524,46,29,17,16516,2023-03-06,3
W11749,340,29,3,4936,2022-07-24,4
W11749,340,29,46,29901,2022-08-02,3
W11749,340,29,98,29082,2022-08-04,5
W11749,340,29,4,3366,2022-06-18,1
W11938,52,29,3,2030,2022-02-22,4
W11938,52,29,86,42067,2023-02-07,3
W11938,52,29,3,1135,2022-04-15,1
W12017,75,29,29,28141,2022-02-26,4
W12017,75,29,38,30021,2022-03-05,3
W12022,65,29,68,64487,2022-02-27,3
W12022,65,29,16,5459,2022-02-27,5
W12022,65,29,1,118,2022-02-26,4
W12558,90,29,17,7109,2022-03-13,4
W12558,90,29,4,1563,2022-03-22,5
W12558,90,29,103,49636,2022-03-23,3
W12710,47,29,3,4868,2022-03-16,4
W12710,47,29,139,92305,2022-03-22,3
W12710,47,29,1,601,2022-03-20,5
W12798,111,29,52,56438,2022-06-30,4
W12798,111,29,3,3755,2022-06-25,3
W12798,111,29,8,5719,2022-06-26,1
W12811,147,29,16,11529,2022-05-03,4
W12811,147,29,152,68009,2022-05-05,3
W12811,147,29,2,951,2022-04-12,5
W12811,147,29,1,504,2022-04-16,1
W12893,46,29,29,27024,2023-03-11,4
W12893,46,29,31,9396,2023-03-11,5
W12893,46,29,8,1979,2023-03-19,1
W12893,46,29,2,1778,2023-03-31,3
W12919,162,29,6,8473,2022-05-14,4
W12919,162,29,49,34329,2022-05-27,3
W12919,162,29,10,2990,2022-05-14,5
W12919,162,29,1,700,2022-05-22,1
W13128,115,29,15,11885,2023-01-31,4
W13128,115,29,42,19964,2023-01-31,3
W13128,115,29,95,29548,2023-01-31,5
W13128,115,29,1,865,2022-09-10,1
W13244,54,29,24,27338,2023-04-05,4
W13244,54,29,14,13392,2023-02-18,3
W13320,107,29,4,3156,2022-04-07,4
W13320,107,29,63,46482,2022-05-26,3
W13320,107,29,8,2050,2022-05-10,5
W13372,139,29,2,1196,2022-04-12,1
W13372,139,29,2,1362,2022-04-08,4
W13372,139,29,114,47927,2022-04-16,3
W13372,139,29,97,24989,2022-04-16,5
W13423,107,29,2,2886,2022-04-11,4
W13423,107,29,76,59988,2022-05-05,3
W13423,107,29,60,15597,2022-05-05,5
W13505,226,29,6,4349,2022-06-16,4
W13505,226,29,92,45094,2022-07-09,3
W13505,226,29,73,20812,2022-07-09,5
W13505,226,29,1,124,2022-06-27,1
W13511,98,29,14,15698,2022-07-04,4
W13511,98,29,69,40571,2022-07-08,3
W13511,98,29,37,9868,2022-07-08,5
W13511,98,29,1,64,2022-07-01,1
W13581,177,29,3,3695,2022-04-23,4
W13581,177,29,32,29447,2022-09-02,3
W13581,177,29,22,7429,2022-09-03,5
W13758,63,29,16,15534,2022-09-14,4
W13758,63,29,26,19199,2022-10-23,3
W13758,63,29,2,2251,2022-07-17,1
W13758,63,29,22,5857,2022-09-15,5
W13961,39,29,39,48929,2022-08-17,4
W13961,39,29,22,21435,2022-05-30,3
W14069,43,29,27,17266,2022-06-17,3
W14069,43,29,37,23354,2022-06-24,4
W14069,43,29,2,1956,2022-06-24,1
W14069,43,29,13,3888,2022-05-29,5
W14428,105,29,3,3430,2022-10-01,4
W14428,105,29,89,41680,2023-04-29,5
W14428,105,29,109,62077,2023-05-05,3
W14428,105,29,7,2117,2023-04-21,1
W14475,65,29,4,3343,2022-05-22,4
W14475,65,29,55,66933,2022-05-30,3
W14565,115,29,2,3248,2022-05-27,4
W14565,115,29,66,37954,2023-05-21,3
W14565,115,29,141,51657,2023-05-20,5
W14565,115,29,37,30789,2023-05-06,1
W14604,234,29,5,2138,2022-06-01,4
W14604,234,29,96,44525,2022-07-27,3
W14604,234,29,52,13926,2022-07-30,5
W14604,234,29,16,4853,2022-07-25,1
W14642,65,29,36,41616,2023-04-07,4
W14642,65,29,75,57736,2023-01-23,1
W14642,65,29,2,3225,2023-04-07,3
W14642,65,29,16,5750,2023-01-23,5
W14695,24,29,16,14821,2022-06-08,3
W14695,24,29,32,42769,2022-06-23,4
W14695,24,29,17,5465,2022-06-23,5
W14988,330,29,10,6076,2023-05-20,4
W14988,330,29,71,38193,2023-05-23,1
W14988,330,29,81,50169,2023-05-23,3
W14988,330,29,60,20091,2023-05-22,5
W15339,108,29,11,9673,2022-07-04,4
W15339,108,29,141,74537,2022-07-14,3
W15339,108,29,141,49997,2022-07-14,5
W15339,108,29,2,752,2022-07-10,1
W15488,139,29,20,24306,2022-07-13,4
W15488,139,29,144,45658,2022-07-28,5
W15488,139,29,65,27079,2022-07-26,1
W15488,139,29,153,47518,2022-07-27,3
W15514,105,29,21,22175,2022-07-13,4
W15514,105,29,20,8047,2022-10-12,5
W15514,105,29,29,21602,2022-11-12,3
W15514,105,29,3,2902,2022-10-12,1
W16070,60,29,3,3368,2022-08-06,4
W16070,60,29,116,78082,2022-08-12,3
W16070,60,29,19,5383,2022-08-11,5
W16186,236,29,54,26739,2023-01-01,4
W16186,236,29,47,20078,2023-01-04,3
W16186,236,29,63,22032,2022-12-25,5
W16186,236,29,1,54,2022-12-15,1
W16315,23,29,60,67699,2022-09-08,4
W16315,23,29,7,7037,2022-09-02,3
W16698,48,29,2,2934,2022-09-04,4
W16698,48,29,12,2267,2022-09-12,5
W16698,48,29,86,55580,2022-09-12,3
W16919,106,29,60,39665,2023-01-02,3
W17056,47,29,3,4954,2022-09-25,4
W17056,47,29,39,52612,2023-06-06,3
W17128,127,29,118,57989,2022-10-30,3
W17128,127,29,4,3154,2022-09-30,4
W17215,127,29,6,2434,2023-03-31,4
W17215,127,29,49,20403,2023-06-20,3
W17215,127,29,21,5837,2023-04-16,5
W17215,127,29,33,6068,2023-04-03,1
W17215,127,29,1,2288,2023-03-31,2
W17285,81,29,8,7509,2023-01-12,4
W17285,81,29,31,7230,2023-06-17,5
W17285,81,29,106,84033,2023-06-17,3
W17285,81,29,1,464,2023-01-29,1
W17425,141,29,3,2667,2022-10-21,4
W17425,141,29,30,8305,2022-12-30,5
W17425,141,29,68,44772,2022-12-20,3
W17538,173,29,10,3028,2022-12-24,4
W17538,173,29,45,19716,2022-12-10,3
W17538,173,29,57,29528,2022-12-28,1
W17538,173,29,17,4092,2022-12-27,5
W17577,46,29,74,54795,2023-01-01,3
W17577,46,29,3,2750,2022-11-02,4
W17577,46,29,6,1441,2022-11-10,5
W17615,78,29,5,5740,2023-01-28,4
W17615,78,29,63,35032,2023-02-26,3
W17615,78,29,40,14617,2023-02-26,5
W17615,78,29,6,1825,2023-02-18,1
W17903,89,29,98,57305,2022-12-22,4
W17903,89,29,12,6889,2022-12-22,3
W17903,89,29,30,12232,2022-12-22,5
W18040,222,29,102,67981,2023-05-19,3
W18040,222,29,4,4338,2022-12-09,4
W18040,222,29,4,1221,2022-12-12,5
W18139,103,29,8,4525,2022-12-18,4
W18139,103,29,120,65377,2023-01-05,3
W18139,103,29,34,9705,2023-01-04,5
W18139,103,29,18,6020,2023-01-03,1
W18180,102,29,9,7718,2022-12-26,4
W18180,102,29,49,45072,2023-01-29,3
W18180,102,29,128,38204,2023-02-25,5
W18199,129,29,19,11420,2023-01-05,4
W18199,129,29,129,74189,2023-01-09,3
W18199,129,29,4,1342,2023-01-09,5
W18199,129,29,1,394,2023-01-04,1
W18258,692,29,32,23311,2023-05-12,4
W18258,692,29,83,60653,2023-05-12,3
W18258,692,29,1,257,2023-02-01,5
W18406,64,29,5,2630,2023-01-15,1
W18406,64,29,13,5994,2023-01-16,5
W18406,64,29,7,7902,2023-01-05,4
W18406,64,29,146,78332,2023-03-15,3
W18449,44,29,73,50926,2023-02-26,4
W18449,44,29,41,37120,2023-04-12,3
W18677,127,29,47,50377,2023-02-05,4
W18677,127,29,31,30102,2023-03-08,3
W18677,127,29,5,1618,2023-01-30,5
W18677,127,29,2,1517,2023-02-05,1
W18700,25,29,103,62125,2023-02-16,4
W18700,25,29,12,5808,2023-01-29,5
W18700,25,29,12,11466,2023-02-01,3
W18700,25,29,8,2125,2023-01-27,1
W18805,97,29,40,26144,2023-04-28,4
W18805,97,29,105,35545,2023-05-12,5
W18805,97,29,44,17802,2023-03-23,3
W18805,97,29,5,1437,2023-04-09,1
W18818,220,29,4,3389,2023-01-31,4
W18818,220,29,118,62725,2023-02-23,3
W18818,220,29,45,16678,2023-02-18,5
W18818,220,29,23,4749,2023-02-16,1
W18862,46,29,21,16077,2023-02-27,4
W18862,46,29,56,62567,2023-04-23,3
W18875,100,29,74,56018,2023-04-12,3
W18875,100,29,9,8499,2023-02-17,4
W18875,100,29,6,2055,2023-02-22,5
W18876,66,29,60,56271,2023-05-20,4
W18876,66,29,27,27020,2023-06-25,3
W18992,361,29,7,4406,2023-02-12,4
W18992,361,29,85,49072,2023-02-19,3
W18992,361,29,65,16850,2023-02-19,5
W18992,361,29,5,1824,2023-02-14,1
W19052,69,29,61,61030,2023-03-19,3
W19052,69,29,4,4559,2023-02-16,4
W19052,69,29,22,6339,2023-03-01,5
W19052,69,29,6,2319,2023-02-26,1
W19268,148,29,100,70961,2023-04-02,3
W19268,148,29,11,7996,2023-04-02,4
W19268,148,29,30,8253,2023-04-02,5
W19621,49,29,2,2940,2023-03-25,4
W19621,49,29,70,52944,2023-03-29,3
W19621,49,29,2,391,2023-03-29,5
W19628,80,29,97,65900,2023-04-29,4
W19628,80,29,3,3682,2023-04-30,3
W19628,80,29,53,23488,2023-04-30,5
W19628,80,29,2,439,2023-04-29,1
W19709,38,29,73,46976,2023-06-22,3
W19709,38,29,3,2326,2023-04-01,4
W19841,107,29,73,82927,2023-04-23,3
W19841,107,29,5,5255,2023-04-11,4
W19911,207,29,87,71073,2023-04-23,3
W19911,207,29,3,3754,2023-04-17,4
W19911,207,29,51,11443,2023-04-23,5
W20031,262,29,204,71047,2023-06-30,5
W20031,262,29,12,9634,2023-06-18,4
W20031,262,29,70,43796,2023-06-25,3
W20183,77,29,11,9209,2023-05-18,4
W20183,77,29,42,29762,2023-06-14,1
W20183,77,29,23,8078,2023-06-14,5
W20183,77,29,4,3111,2023-06-06,3
W20183,77,29,11,17969,2023-06-20,2
W20324,97,29,72,40368,2023-05-28,3
W20324,97,29,11,7932,2023-05-22,4
W20324,97,29,294,87696,2023-05-28,5
W20457,241,29,5,4940,2023-06-06,4
W20457,241,29,130,97695,2023-06-05,3
W20457,241,29,21,6075,2023-06-06,5
W20524,124,29,2,3045,2023-05-29,4
W20524,124,29,11,4564,2023-06-06,5
W20524,124,29,76,63085,2023-06-08,3
W20524,124,29,7,5333,2023-06-08,1
W20616,87,29,4,4781,2023-06-29,4
W20616,87,29,68,22532,2023-06-29,5
W20616,87,29,71,35892,2023-06-29,3
W20616,87,29,1,37,2023-06-17,1
W20686,74,29,11,15418,2023-06-15,3
W20686,74,29,92,81234,2023-06-30,4
W20705,128,29,4,6037,2023-06-11,4
W20705,128,29,29,8376,2023-06-13,5
W20705,128,29,55,42178,2023-06-23,3
W20804,149,29,3,3946,2023-06-18,4
W20804,149,29,94,82484,2023-06-29,3
W20804,149,29,5,2416,2023-06-30,5
W20841,204,29,75,68741,2023-06-30,3
W20841,204,29,4,3996,2023-06-21,4
W20841,204,29,6,1710,2023-06-22,5
W10224,136,30,59,56104,2022-09-17,3
W10224,136,30,111,34003,2022-09-17,5
W10224,136,30,1,1117,2022-03-29,4
W10252,193,30,23,10545,2023-03-12,1
W10252,193,30,30,24185,2022-08-05,3
